,edge_centr,edge_centr_avg
0,3.6092805217745768e-06,0.0022468580939615
1,0.010138891299178521,0.0022468580939615
2,0.01019117971226188,0.0022468580939615
3,2.2002303293288474e-05,0.0022468580939615
4,0.011705441355006984,0.0022468580939615
5,0.011739779212956535,0.0022468580939615
6,0.011880047300344324,0.0022468580939615
7,0.011998595088326142,0.0022468580939615
8,6.657784082685199e-05,0.0022468580939615
9,0.012313325888307629,0.0022468580939615
10,0.00027403946983638416,0.0022468580939615
11,0.002128856422390068,0.0022468580939615
12,0.013780897041288443,0.0022468580939615
13,0.01595669380304073,0.0022468580939615
14,0.008461872031672597,0.0022468580939615
15,0.008235842178905706,0.0022468580939615
16,0.01669765420975122,0.0022468580939615
17,0.00706506046606427,0.0022468580939615
18,0.0067328407005331,0.0022468580939615
19,0.013797841165770186,0.0022468580939615
20,0.013340962520331078,0.0022468580939615
21,0.0002679022698703953,0.0022468580939615
22,0.013608804789374427,0.0022468580939615
23,0.04868582667178523,0.0022468580939615
24,6.498753728930932e-05,0.0022468580939615
25,0.04984885803393943,0.0022468580939615
26,1.0349127007719715e-07,0.0022468580939615
27,2.020027845306914e-07,0.0022468580939615
28,9.965315473269092e-05,0.0022468580939615
29,0.0008000925570371207,0.0022468580939615
30,0.14655785630243007,0.0022468580939615
31,0.06059154314932356,0.0022468580939615
32,0.08580962794075397,0.0022468580939615
33,0.007171663864214831,0.0022468580939615
34,0.13938625243904548,0.0022468580939615
35,0.0005269757545397765,0.0022468580939615
36,0.018645344133397697,0.0022468580939615
37,0.02111003886187496,0.0022468580939615
38,0.060692834484753114,0.0022468580939615
39,0.060387584595950936,0.0022468580939615
40,0.00030518988797445144,0.0022468580939615
41,0.058309923509039574,0.0022468580939615
42,5.2809914536098125e-05,0.0022468580939615
43,0.05839470420987834,0.0022468580939615
44,0.05981294837737452,0.0022468580939615
45,0.00036024069307995666,0.0022468580939615
46,0.059452647683467495,0.0022468580939615
47,0.059827627423644864,0.0022468580939615
48,0.05981326005329186,0.0022468580939615
49,0.06040189196547685,0.0022468580939615
50,0.0010606817124521758,0.0022468580939615
51,0.0009570761969322719,0.0022468580939615
52,0.0009433674521915151,0.0022468580939615
53,0.0013190900413600694,0.0022468580939615
54,0.023774864477047616,0.0022468580939615
55,0.025093894517580907,0.0022468580939615
56,0.027004702312890257,0.0022468580939615
57,0.0003314242961360651,0.0022468580939615
58,0.027143486373620167,0.0022468580939615
59,0.05895349539074077,0.0022468580939615
60,0.0008595129874611377,0.0022468580939615
61,0.0004658287289621716,0.0022468580939615
62,0.00039919550275646876,0.0022468580939615
63,6.657322537861445e-05,0.0022468580939615
64,0.00039890088331063757,0.0022468580939615
65,0.000663404545974031,0.0022468580939615
66,0.001060835232180021,0.0022468580939615
67,1.410196277559372e-06,0.0022468580939615
68,0.0001700436150481032,0.0022468580939615
69,6.350941940896379e-06,0.0022468580939615
70,0.0012244679044601395,0.0022468580939615
71,8.047172634702943e-05,0.0022468580939615
72,0.00046449615511570257,0.0022468580939615
73,5.739540009400639e-06,0.0022468580939615
74,0.001734238438432341,0.0022468580939615
