,0
960,84.0
961,264.1
962,358.9
963,178.9
964,9.0
965,92.6
966,177.4
967,93.3
968,272.6
969,1.4
970,177.4
971,130.7
972,316.7
973,32.5
974,126.3
975,308.6
976,39.2
977,182.8
978,2.8
979,91.2
980,2.8
981,94.1
982,272.9
983,183.8
984,182.8
985,91.4
986,273.0
987,3.1
988,93.2
989,273.3
990,181.4
991,169.2
992,82.5
993,265.3
994,183.3
995,92.1
996,357.3
997,96.0
998,10.5
999,359.8
1000,18.5
1001,274.1
1002,288.9
1003,115.2
1004,21.8
1005,96.9
1006,314.0
1007,330.2
1008,293.2
1009,24.4
1010,126.8
1011,3.1
1012,182.4
1013,265.9
1014,90.1
1015,1.7
1016,183.1
1017,92.6
1018,270.1
1019,272.6
1020,183.8
1021,1.7
1022,86.8
1023,93.6
1024,272.5
1025,181.7
1026,1.9
1027,73.1
1028,19.5
1029,266.8
1030,91.8
1031,273.6
1032,199.5
1033,353.1
1034,102.6
1035,173.1
1036,61.7
1037,249.4
1038,248.3
1039,347.2
1040,153.0
1041,282.7
1042,179.5
1043,0.7
1044,118.3
1045,180.7
1046,12.8
1047,33.0
1048,141.3
1049,192.8
1050,325.9
1051,149.6
1052,241.7
1053,333.0
1054,91.5
1055,91.5
1056,271.5
1057,346.3
1058,91.5
1059,341.7
1060,62.9
1061,357.7
1062,167.2
1063,254.3
1064,91.1
1065,271.5
1066,271.5
1067,143.7
1068,315.5
1069,83.9
1070,65.2
1071,341.8
1072,245.2
1073,330.9
1074,133.9
1075,72.0
1076,343.1
1077,252.0
1078,347.9
1079,160.4
1080,65.2
1081,246.0
1082,245.2
1083,333.1
1084,60.1
1085,145.3
1086,343.8
1087,76.2
1088,258.5
1089,153.1
1090,208.7
1091,298.5
1092,118.5
1093,27.8
1094,209.3
1095,298.5
1096,118.5
1097,28.5
1098,173.2
1099,259.8
1100,46.6
1101,184.0
1102,310.3
1103,137.3
1104,60.9
1105,347.6
1106,276.7
1107,144.4
1108,46.6
1109,226.7
1110,138.4
1111,326.9
1112,292.9
1113,134.0
1114,25.6
1115,314.9
1116,122.1
1117,213.2
1118,119.4
1119,300.0
1120,183.8
1121,115.1
1122,11.9
1123,120.0
1124,301.8
1125,20.3
1126,122.9
1127,302.1
1128,205.1
1129,99.0
1130,295.3
1131,201.4
1132,19.4
1133,295.3
1134,200.2
1135,21.4
1136,115.3
1137,202.4
1138,20.1
1139,278.7
1140,95.9
1141,197.2
1142,11.1
1143,278.4
1144,94.7
1145,191.1
1146,354.0
1147,98.7
1148,200.8
1149,13.8
1150,98.4
1151,193.8
1152,348.2
1153,291.2
1154,122.2
1155,208.3
1156,112.4
1157,174.0
1158,329.5
1159,24.8
1160,148.0
1161,238.3
1162,204.8
1163,17.6
1164,110.2
1165,9.5
1166,301.7
1167,101.2
1168,21.3
1169,281.2
1170,87.1
1171,188.6
1172,39.3
1173,180.6
1174,64.0
1175,127.5
1176,43.1
1177,270.3
1178,93.0
1179,12.2
1180,92.0
1181,275.9
1182,283.5
1183,102.1
1184,16.0
1185,192.2
1186,105.6
1187,285.6
1188,194.7
1189,16.2
1190,20.2
1191,198.4
1192,89.9
1193,270.4
1194,187.4
1195,12.1
1196,273.0
1197,90.4
1198,97.7
1199,192.7
1200,290.8
1201,27.1
1202,115.2
1203,26.6
1204,235.7
1205,199.7
1206,83.3
1207,358.8
1208,45.9
1209,225.9
1210,316.3
1211,135.9
1212,53.1
1213,158.7
1214,352.7
1215,143.2
1216,338.7
1217,51.4
1218,166.7
1219,231.4
1220,344.4
1221,80.1
1222,162.6
1223,358.2
1224,86.6
1225,193.6
1226,139.1
1227,295.3
1228,105.5
1229,37.6
1230,283.2
1231,101.4
1232,215.7
1233,119.0
1234,260.7
1235,187.1
1236,53.5
1237,78.3
1238,314.0
1239,222.2
1240,114.7
1241,245.8
1242,117.0
1243,47.1
1244,38.6
1245,110.3
1246,42.8
1247,317.2
1248,39.7
1249,119.5
1250,40.3
1251,278.4
1252,34.0
1253,196.2
1254,107.1
1255,274.4
1256,94.4
1257,189.0
1258,94.4
1259,274.4
1260,31.9
1261,216.5
1262,305.3
1263,355.3
1264,123.4
1265,34.1
1266,214.4
1267,215.5
1268,303.9
1269,36.1
1270,234.9
1271,52.2
1272,304.4
1273,54.9
1274,124.7
1275,215.5
1276,82.0
1277,55.7
1278,232.2
1279,356.1
1280,251.2
1281,174.0
1282,357.9
1283,176.1
1284,265.3
1285,86.9
1286,315.3
1287,44.1
1288,175.2
1289,177.9
1290,99.2
1291,355.2
1292,153.7
1293,344.2
1294,301.6
1295,1.1
1296,271.0
1297,205.0
1298,182.3
1299,124.1
1300,211.1
1301,303.3
1302,30.2
1303,30.4
1304,303.2
1305,210.2
1306,213.3
1307,32.6
1308,303.0
1309,210.4
1310,33.3
1311,301.4
1312,296.0
1313,210.8
1314,110.2
1315,212.6
1316,30.8
1317,305.6
1318,224.3
1319,328.3
1320,130.9
1321,279.7
1322,101.0
1323,211.8
1324,36.7
1325,214.6
1326,125.7
1327,325.5
1328,144.7
1329,213.3
1330,326.8
1331,164.2
1332,226.2
1333,201.3
1334,117.6
1335,298.6
1336,290.0
1337,112.9
1338,292.9
1339,114.6
1340,31.7
1341,166.1
1342,238.5
1343,38.7
1344,304.8
1345,159.2
1346,209.4
1347,214.3
1348,138.8
1349,181.5
1350,119.1
1351,339.5
1352,66.6
1353,152.0
1354,337.1
1355,135.0
1356,76.7
1357,237.1
1358,70.3
1359,159.0
1360,66.0
1361,94.4
1362,338.6
1363,66.9
1364,158.6
1365,312.5
1366,334.8
1367,274.4
1368,39.4
1369,60.7
1370,246.6
1371,219.4
1372,154.8
1373,333.8
1374,66.6
1375,153.8
1376,246.0
1377,333.5
1378,60.8
1379,330.8
1380,244.6
1381,149.4
1382,329.7
1383,241.0
1384,329.2
1385,149.2
1386,240.6
1387,308.7
1388,225.9
1389,93.6
1390,183.6
1391,194.7
1392,228.3
1393,105.8
1394,200.0
1395,318.0
1396,41.1
1397,120.6
1398,197.0
1399,27.4
1400,154.5
1401,315.8
1402,318.8
1403,49.2
1404,210.9
1405,319.5
1406,145.7
1407,53.5
1408,229.2
1409,333.5
1410,63.7
1411,233.5
1412,136.4
1413,62.6
1414,243.7
1415,64.4
1416,332.9
1417,136.7
1418,242.6
1419,37.3
1420,217.7
1421,244.1
1422,330.0
1423,150.1
1424,228.8
1425,261.8
1426,213.7
1427,110.1
1428,287.2
1429,150.0
1430,53.7
1431,321.9
1432,35.0
1433,132.8
1434,323.0
1435,312.8
1436,128.7
1437,215.0
1438,313.2
1439,35.7
1440,45.7
1441,116.6
1442,308.2
1443,215.7
1444,128.8
1445,214.7
1446,38.1
1447,128.2
1448,308.7
1449,132.7
1450,38.3
1451,128.6
1452,43.3
1453,110.8
1454,136.8
1455,135.2
1456,43.9
1457,134.6
1458,299.0
1459,137.3
1460,32.5
1461,119.0
1462,296.6
1463,309.1
1464,217.6
1465,310.6
1466,212.5
1467,129.1
1468,64.9
1469,155.4
1470,323.9
1471,59.9
1472,239.9
1473,143.9
1474,130.6
1475,221.1
1476,244.9
1477,234.0
1478,329.2
1479,60.1
1480,240.4
1481,248.6
1482,238.3
1483,54.0
1484,149.5
1485,328.9
1486,52.2
1487,233.8
1488,145.8
1489,323.8
1490,54.1
1491,334.4
1492,233.3
1493,19.8
1494,325.8
1495,145.2
1496,242.4
1497,62.8
1498,325.2
1499,235.4
1500,143.8
1501,321.6
1502,235.4
1503,28.4
1504,122.8
1505,296.2
1506,194.8
1507,123.8
1508,97.8
1509,23.3
1510,103.8
1511,25.4
1512,286.7
1513,25.0
1514,231.7
1515,286.5
1516,22.7
1517,289.7
1518,26.3
1519,205.0
1520,202.7
1521,91.3
1522,10.8
1523,193.2
1524,43.2
1525,306.5
1526,234.0
1527,314.7
1528,149.8
1529,234.0
1530,206.3
1531,139.8
1532,44.5
1533,43.3
1534,127.9
1535,224.5
1536,134.4
1537,45.3
1538,22.7
1539,50.2
1540,231.9
1541,307.9
1542,29.6
1543,209.6
1544,136.8
1545,29.6
1546,133.7
1547,25.5
1548,117.8
1549,208.4
1550,298.2
1551,299.1
1552,205.5
1553,118.2
1554,209.6
1555,118.3
1556,308.1
1557,132.0
1558,223.4
1559,31.1
1560,43.9
1561,312.0
1562,225.3
1563,132.5
1564,43.4
1565,37.1
1566,142.2
1567,151.0
1568,8.3
1569,281.1
1570,16.4
1571,217.1
1572,16.3
1573,94.8
1574,196.4
1575,101.1
1576,188.3
1577,223.3
1578,322.1
1579,128.1
1580,223.9
1581,356.3
1582,162.1
1583,183.9
1584,86.3
1585,117.6
1586,179.2
1587,358.9
1588,93.3
1589,3.9
1590,190.8
1591,242.6
1592,0.7
1593,273.5
1594,93.0
1595,341.2
1596,132.6
1597,106.3
1598,194.4
1599,230.2
1600,295.7
1601,291.5
1602,115.7
1603,202.7
1604,207.6
1605,124.7
1606,294.7
1607,27.6
1608,92.4
1609,278.8
1610,278.8
1611,199.2
1612,3.8
1613,275.5
1614,4.6
1615,93.4
1616,3.3
1617,93.6
1618,275.1
1619,7.1
1620,93.3
1621,8.1
1622,94.3
1623,2.0
1624,95.3
1625,61.0
1626,131.2
1627,183.1
1628,189.8
1629,131.8
1630,182.2
1631,98.7
1632,3.0
1633,272.4
1634,92.4
1635,9.8
1636,182.1
1637,194.0
1638,105.7
1639,2.1
1640,95.5
1641,1.8
1642,179.5
1643,273.4
1644,183.0
1645,93.1
1646,273.2
1647,275.5
1648,178.9
1649,185.4
1650,273.6
1651,178.7
1652,182.8
1653,2.8
1654,271.8
1655,91.8
1656,182.9
1657,273.3
1658,93.7
1659,183.8
1660,269.3
1661,2.7
1662,93.8
1663,183.5
1664,273.8
1665,2.7
1666,89.3
1667,182.7
1668,274.1
1669,94.1
1670,183.1
1671,94.2
1672,93.9
1673,183.1
1674,125.7
1675,307.8
1676,51.9
1677,130.2
1678,230.5
1679,203.0
1680,10.2
1681,97.8
1682,17.2
1683,106.5
1684,115.1
1685,7.9
1686,95.2
1687,213.0
1688,17.8
1689,6.6
1690,296.2
1691,302.4
1692,218.5
1693,303.8
1694,287.4
1695,312.9
1696,298.3
1697,119.1
1698,14.4
1699,194.3
1700,113.9
1701,309.1
1702,22.5
1703,122.8
1704,202.5
1705,128.9
1706,220.1
1707,38.3
1708,312.2
1709,218.3
1710,307.4
1711,38.3
1712,160.6
1713,218.3
1714,44.3
1715,305.6
1716,127.1
1717,224.2
1718,125.6
1719,38.7
1720,218.8
1721,304.7
1722,35.1
1723,304.9
1724,214.7
1725,124.7
1726,304.9
1727,124.9
1728,33.9
1729,34.4
1730,304.9
1731,124.9
1732,214.1
1733,124.9
1734,40.6
1735,212.7
1736,247.2
1737,42.3
1738,220.6
1739,285.6
1740,37.1
1741,214.4
1742,130.8
1743,316.6
1744,217.1
1745,129.5
1746,32.6
1747,11.3
1748,212.6
1749,126.3
1750,8.6
1751,191.3
1752,129.3
1753,302.8
1754,313.4
1755,105.3
1756,222.6
1757,323.7
1758,243.3
1759,309.9
1760,62.9
1761,242.9
1762,84.0
1763,348.9
1764,35.5
1765,296.2
1766,3.1
1767,188.6
1768,299.4
1769,327.1
1770,225.1
1771,133.5
1772,44.8
1773,61.4
1774,149.8
1775,342.1
1776,344.2
1777,69.4
1778,344.2
1779,65.5
1780,344.2
1781,68.3
1782,352.1
1783,343.1
1784,344.2
1785,74.3
1786,340.9
1787,81.9
1788,123.7
1789,208.3
1790,252.1
1791,164.7
1792,341.8
1793,120.2
1794,164.2
1795,196.2
1796,101.9
1797,78.5
1798,343.2
1799,75.4
1800,342.3
1801,71.1
1802,342.5
1803,188.0
1804,95.5
1805,188.0
1806,95.7
1807,17.3
1808,307.4
1809,211.5
1810,290.9
1811,279.7
1812,190.2
1813,182.7
1814,303.8
1815,282.2
1816,2.7
1817,273.0
1818,181.3
1819,77.5
1820,181.7
1821,94.0
1822,188.5
1823,166.5
1824,75.0
1825,166.4
1826,69.2
1827,170.0
1828,77.1
1829,82.4
1830,176.0
1831,350.7
1832,82.8
1833,176.5
1834,2.1
1835,272.4
1836,272.4
1837,178.1
1838,346.9
1839,168.2
1840,249.2
1841,348.9
1842,167.9
1843,257.1
1844,348.5
1845,170.7
1846,262.4
1847,343.5
1848,166.9
1849,74.0
1850,348.2
1851,168.9
1852,75.4
1853,347.9
1854,168.5
1855,78.8
1856,81.7
1857,262.5
1858,165.3
1859,158.8
1860,338.9
1861,72.1
1862,251.5
1863,66.3
1864,131.5
1865,71.5
1866,156.5
1867,164.7
1868,70.4
1869,70.3
1870,159.6
1871,68.3
1872,158.8
1873,214.8
1874,158.9
1875,338.8
1876,69.3
1877,249.1
1878,338.8
1879,71.4
1880,340.7
1881,163.5
1882,255.0
1883,160.7
1884,339.6
1885,71.4
1886,54.1
1887,149.6
1888,329.2
1889,53.9
1890,329.2
1891,143.0
1892,44.8
1893,154.0
1894,159.2
1895,148.8
1896,239.9
1897,60.4
1898,329.6
1899,149.7
1900,328.8
1901,341.9
1902,68.6
1903,312.7
1904,223.8
1905,182.2
1906,270.7
1907,90.7
1908,245.6
1909,277.3
1910,185.5
1911,8.6
1912,102.3
1913,0.2
1914,187.8
1915,96.9
1916,276.5
1917,96.4
1918,16.1
1919,181.7
1920,12.2
1921,193.6
1922,101.7
1923,277.7
1924,93.6
1925,269.9
1926,194.2
1927,191.9
1928,94.2
1929,274.2
1930,9.6
1931,274.4
1932,189.6
1933,94.6
1934,76.5
1935,247.0
1936,332.8
1937,175.2
1938,134.3
1939,55.6
1940,240.4
1941,202.1
1942,332.9
1943,152.7
1944,71.4
1945,248.5
1946,166.4
1947,77.0
1948,19.3
1949,339.9
1950,69.8
1951,251.4
1952,340.6
1953,159.9
1954,69.2
1955,251.8
1956,144.9
1957,244.7
1958,348.6
1959,249.8
1960,170.3
1961,350.0
1962,152.3
1963,335.0
1964,8.4
1965,345.3
1966,247.3
1967,196.0
1968,14.7
1969,105.5
1970,285.5
1971,29.5
1972,130.0
1973,308.6
1974,264.8
1975,86.3
1976,354.9
1977,165.4
1978,337.5
1979,152.8
1980,62.2
1981,244.8
1982,277.0
1983,79.8
1984,246.6
1985,113.9
1986,290.6
1987,21.4
1988,340.7
1989,157.5
1990,320.0
1991,58.3
1992,167.6
1993,294.9
1994,115.3
1995,19.7
1996,206.6
1997,44.0
1998,223.9
1999,135.0
2000,315.7
2001,3.9
2002,184.1
2003,104.2
2004,92.0
2005,276.9
2006,2.3
2007,182.2
2008,7.3
2009,270.5
2010,172.5
2011,237.4
2012,356.9
2013,176.3
2014,123.9
2015,184.8
2016,102.2
2017,245.2
2018,43.8
2019,225.6
2020,315.3
2021,43.9
2022,135.3
2023,158.9
2024,249.8
2025,254.2
2026,176.1
2027,12.7
2028,209.5
2029,95.8
2030,295.7
2031,119.6
2032,208.2
2033,344.1
2034,221.8
2035,134.6
2036,41.4
2037,201.0
2038,306.0
2039,28.3
2040,322.0
2041,84.1
2042,144.1
2043,263.7
2044,119.6
2045,208.1
2046,299.6
2047,247.1
2048,163.3
2049,113.5
2050,243.0
2051,62.0
2052,155.2
2053,217.3
2054,142.2
2055,343.3
2056,335.2
2057,247.2
2058,63.0
2059,227.1
2060,37.3
2061,1.9
2062,296.6
2063,262.1
2064,170.3
2065,131.3
2066,72.8
2067,296.6
2068,304.4
2069,124.5
2070,213.9
2071,33.9
2072,124.3
2073,214.2
2074,214.8
2075,34.8
2076,124.9
2077,304.3
2078,2.2
2079,34.2
2080,214.2
2081,121.5
2082,302.2
2083,144.7
2084,305.3
2085,344.5
2086,22.5
2087,114.9
2088,20.2
2089,99.2
2090,207.3
2091,33.8
2092,213.8
2093,125.4
2094,304.4
2095,13.6
2096,194.2
2097,284.5
2098,34.2
2099,293.7
2100,118.3
2101,183.2
2102,1.3
2103,92.3
2104,214.8
2105,304.5
2106,124.4
2107,34.8
2108,40.1
2109,120.7
2110,297.4
2111,220.1
2112,34.3
2113,126.9
2114,306.9
2115,80.5
2116,261.6
2117,11.5
2118,5.4
2119,182.8
2120,99.9
2121,2.8
2122,269.9
2123,275.9
2124,96.0
2125,184.5
2126,4.4
2127,34.2
2128,214.2
2129,307.6
2130,123.9
2131,34.2
2132,214.2
2133,306.8
2134,164.5
2135,4.0
2136,276.5
2137,97.5
2138,186.5
2139,4.5
2140,80.6
